choices,labels,question
"['A) headache', 'B) bad breath', 'C) heartburn', 'D) gain weight', 'E) farts']",C,What can eating lunch cause that is painful?
"['A) cape canaveral florida', 'B) nasa', 'C) battleship', 'D) ocean', 'E) trapeze']",E,"The performer was ready to put on a show and stepped onto the launch platform, what was his job?"
"['A) reduced', 'B) getting full', 'C) becoming full', 'D) chewing', 'E) defecating']",E,"Eating is part of living, but your body doesn't use it all and the next day you will be doing what?"
"['A) popular', 'B) baked in oven', 'C) restaurant', 'D) oven', 'E) plate']",C,Where are you if you've paid to get a pizza?
"['A) mexico', 'B) phone book', 'C) town', 'D) city', 'E) sun dial']",B,What would you use to find a place to stay?
"['A) computer network', 'B) electrical circuit', 'C) lineage', 'D) company', 'E) wall']",A,"If you're seeking a connection for your laptop, what are you trying to hook up with?"
"['A) care', 'B) balloon', 'C) loved', 'D) become adult', 'E) learn']",C,"The child didn't know the problems his mother was going through, all he had was what for her?"
"['A) open eyes', 'B) go to movies', 'C) kick ball', 'D) make art', 'E) look for']",B,To see new films you must?
"['A) daydream', 'B) headache', 'C) get ideas', 'D) sleep', 'E) become distracted']",A,What can happen when you contemplate alone for a long time?
"['A) checkers', 'B) barrels', 'C) baking soda', 'D) buffalo', 'E) salt']",B,"The pioneer went to the general store for storage measures, what was he looking for?"
"['A) care less', 'B) play golf', 'C) shake hands', 'D) believe in god', 'E) trip over']",B,"I was apprehensive to buy the expensive equipment to play a game with so much walking and swinging around in grass, but now I understand why people what?"
"['A) announce', 'B) communicate', 'C) educate', 'D) inform', 'E) cancel']",A,What can a newspaper be used to do to an engagement?
"['A) bent', 'B) bent', 'C) crooked', 'D) straightforth', 'E) curved']",A,"John needed a straight wire.  Unfortunately, this one had endured some abuse and had become what?"
"['A) dirt', 'B) instruments', 'C) ore', 'D) car', 'E) junkyard']",C,Metal is taken from what which is pulled from the ground?
"['A) utility closet', 'B) outside', 'C) well', 'D) garden shed', 'E) garage']",D,When not in use where on your property would you store you bucket?
"['A) find time', 'B) check mail', 'C) listen to music', 'D) go to bed', 'E) stop worrying']",D,What does someone do to relax at night?
"['A) office building', 'B) office supply store', 'C) desk drawer', 'D) with dwight', 'E) desktop']",C,Where might the stapler be if I cannot find it?
"['A) candidate', 'B) spain', 'C) lawn', 'D) asshole', 'E) office complex']",B,Many homes in this country are built around a courtyard. Where is it?
"['A) stand up', 'B) produce', 'C) construct', 'D) make', 'E) build']",C,"Sean was a wreck.  He  loved to build houses, but in his current state, he couldn't do what?"
"['A) fighting', 'B) misunderstanding', 'C) deception', 'D) play', 'E) distrust']",C,What would be happening if you are pretending to be a police officer?
"['A) nasa', 'B) classroom', 'C) stationery store', 'D) purse', 'E) office supply store']",C,Where would you buy a finely crafted writing instrument?
"['A) fun', 'B) ulcers', 'C) get answers', 'D) happiness', 'E) power']",C,"The detective was finding information from witnesses, why would he do that?"
"['A) cupboard', 'B) toolbox', 'C) closet', 'D) garage', 'E) mail box']",D,Joe found spiders in the place where he keeps his tools.  Where might that be?
"['A) everglades', 'B) high places', 'C) natural habitat', 'D) new york', 'E) colorado']",A,"While on the fan boat he thought he'd see swamps and gators, but he was surprised to spot a bald eagle in what nature area?"
"['A) buy food for family', 'B) city or town', 'C) get supplies', 'D) strip mall', 'E) vermont']",B,Where are you likely to find a supermarket?
"['A) grocery store', 'B) antique shop', 'C) house', 'D) dark place', 'E) street']",D,Where would you need to use a lantern?
"['A) direct traffic', 'B) city', 'C) beat', 'D) street', 'E) park']",C,What area does a police officer patrol?
"['A) being raped', 'B) get rid of', ""C) they didn't know the passcode"", 'D) get revenge', 'E) were evil']",A,Why would a woman kill a stranger she met in a dark alley?
"['A) buy food', 'B) open mouth', 'C) get out of bed', 'D) cry', 'E) wake up']",B,"The baby was cranky, it needed to eat breakfast but refused to what?"
"['A) buildings', 'B) audience', 'C) apartment', 'D) classroom', 'E) falling down']",B,What is made up of people?
"['A) ocean', 'B) write will', 'C) never want', 'D) were shot', 'E) seek help']",E,"He was afraid he would die from his cold, so he wisely decided to what?"
"['A) briefcase', 'B) desk drawer', ""C) friend's house"", 'D) pocket', 'E) sidewalk']",C,Where would you get a pen if you do not have one?
"['A) outside', 'B) europe', 'C) heat', 'D) wet', 'E) dog show']",C,Why would a small dog pant if it's hot outside?
"['A) case', 'B) reason', 'C) how', 'D) because', 'E) answer']",D,"She asked her little boy why, he replied that he didn't know and it was just what?"
"['A) microwave', 'B) desktop', 'C) shelf', 'D) art show', 'E) wall']",C,Where would you display a picture on a horizontal surface?
"['A) wheels', 'B) feet', 'C) pedalling', 'D) practice', 'E) good balance']",E,What skill is needed for riding a bike?
"['A) manual', 'B) street', 'C) restaurant', 'D) ground', 'E) service station']",D,"He looked at the field of pumps, all slowing churning oil out of the what?"
"['A) delivered', 'B) take away', 'C) receiving', 'D) pick up', 'E) keep']",C,The department to where vendors deliver goods for sale is called what?
"['A) at the top', 'B) movie theaters', 'C) train station', 'D) end of line', 'E) opera house']",D,Where is the worst place to be in a ticket office?
"['A) stretch', 'B) lower cholesterol', 'C) weigh', 'D) track', 'E) expend energy']",A,"Exercise is very good for you, for faster recovery you should always do what afterwards?"
"['A) arriving', 'B) arrive there', 'C) turn around', 'D) go back', 'E) fart']",D,What happens when you go somewhere and forget something at home?
"['A) band practice', 'B) concert', 'C) music store', 'D) symphony', 'E) music room']",C,Where would you acquire a wind instrument for you own use?
"['A) supermarket', 'B) bar', 'C) pub', 'D) restaurants', 'E) chemistry lab']",E,Where would a person light alcohol on fire to observe the reaction?
"['A) horizontal room', 'B) storey book', 'C) mall', 'D) tall building', 'E) book of stories']",D,"If a storey contained a panoramic view, what kind of structure would it be in?"
"['A) kitchen', 'B) supermarket', ""C) farmer's market"", 'D) salad', 'E) refrigerator']",B,Where does lettuce arrive by large trucks?
"['A) rejuvenation', 'B) born again', 'C) no longer exist', 'D) unable to work', 'E) change of color']",D,Why do people who are dying receive social security payments?
"['A) fatigue', 'B) sweating', 'C) get tired', 'D) tiredness', 'E) hopping']",E,What should I do with a jumping rope?
"['A) guard house', 'B) fly', 'C) eat', 'D) follow ultralight airplane', 'E) group together']",E,What do geese do every fall in fields?
"['A) airplane', 'B) movie', 'C) auditorium', 'D) theatre', 'E) show']",E,"I took my seat, the curtains drew back and I enjoyed the what?"
"['A) explicate', 'B) pay tribute to king', 'C) hope for peace', 'D) wear shoes', 'E) do well']",C,What should everyone do who doesn't want to fight anymore?
"['A) building', 'B) business district', 'C) above ground', 'D) most towns', 'E) center of town']",E,Where is the ideal location for a post office?
"['A) roof', 'B) inside home', 'C) forest', 'D) yard', 'E) park']",C,Where outside of a city would a squirrel live?
"['A) wet grass', 'B) western texas', 'C) high grass', 'D) amazon river', 'E) tree']",D,You should watch out for snakes if floating down what African body of water?
"['A) cook dinner', 'B) did chores', 'C) make food', 'D) stretch out', 'E) get food']",A,"At the end of the day as he began to eat he paused and thanked her, it wasn't often she would what?"
"['A) yard', 'B) orchard', 'C) museum', 'D) countryside', 'E) surface of earth']",E,To what do trees roots cling?
"['A) closet', 'B) door', 'C) corner', 'D) shelf', 'E) library']",A,What probably has a lot of dust in the back?
"['A) smiling', 'B) smile', 'C) open mind', 'D) common interests', 'E) laughter']",D,"At the new comic store he found himself making friends, it was nice to meet people with what?"
"['A) tastebud', 'B) retina', 'C) inner ear', 'D) nasal cavity', 'E) autistic']",C,"The student explained he had a clue what neuroepithelium was and got really nervous, he then lost his balance because a what issue?"
"['A) confession', 'B) state park', 'C) sing', 'D) carnival', 'E) opera']",A,What could people do that involves talking?
"['A) discussion', 'B) explaning', 'C) teaching', 'D) confusion', 'E) correct']",C,If you're a child answering questions and an adult is asking them that adult is doing what?
"['A) digestive', 'B) feel better', 'C) sleepiness', 'D) indigestion', 'E) illness']",D,"He has lactose intolerant, but was eating dinner made of cheese, what followed for him?"
"['A) music room', 'B) bathroom', 'C) house', 'D) living room', 'E) music store']",A,"The teacher played on the upright piano, she was explaining the song to all the students in the what?"
"['A) passed', 'B) completing', 'C) passed', 'D) passing', 'E) succeeding']",D,"When you get an F, you fail. If you get A's you are?"
"['A) cleanness', 'B) wetness', 'C) exfoliation', 'D) use water', 'E) hygiene']",A,What is the main purpose of having a bath?
"['A) sporting event', 'B) sporting', 'C) basketball', 'D) society', 'E) ranch country']",A,The ball was hit over a boundary and struck an audience member.  What kind of game were they playing?
"['A) punish', 'B) arrest', 'C) automobile accidents', 'D) drunk driving', 'E) talking nonsense']",D,What is someone operating a vehicle likely to be accused of after becoming inebriated?
"['A) vault', 'B) suitcase', ""C) neighbour's house"", 'D) department store', 'E) safe deposit box']",D,Where would you get jewelry if you do not have any?
"['A) job', 'B) boredom', 'C) anxiety', 'D) impatience', 'E) wisdom']",E,What is a philosopher waiting for to eventually gain through his studies?
"['A) ski', 'B) play hockey', 'C) summer', 'D) knit', 'E) warm']",B,What do young boys do on the ice in the winter?
"['A) poverty', 'B) clutter', 'C) getting', 'D) satisfaction', 'E) more happiness']",B,"She loved spending money at the thrift store on knickknacks, this resulted in a lot of what on every shelf in her house?"
"['A) gain confidence', 'B) concentrate', 'C) get attention', 'D) pay attention', 'E) stop talking']",B,"I listened to lecture intensely, what is my goal?"
"['A) program created', 'B) stress', 'C) happiness', 'D) ocean', 'E) headache']",C,"If a person is using a computer to talk to their granddaughter, what might the computer cause for them?"
"['A) person', 'B) box', 'C) convention center', 'D) public building', 'E) large building']",C,"Joe was there to meet a large number of people.  As he filed though the entrance hall, he saw many strangers who came from far away.  What sort of building is he probably in?"
"['A) mountains', 'B) dead body', 'C) pay debts', 'D) state park', 'E) new york']",E,John wanted scatter his wife's remains in a lake in the wilderness.  He had to delay before of where he lived.  Where did he live?
"['A) hospital', 'B) park', 'C) corner', 'D) motel', 'E) office']",C,Many towns and cities have trash cans where on sidewalks?
"['A) orphan', 'B) biological child', 'C) give away', 'D) foster child', 'E) abandon']",B,"The family wanted to adopt for enviro-ethical reasons, what did they abhor?"
